Species,A10,A11,A1,A20,A28,A29,A30,A6,A7,A9,B10,B1,B2,B3,B4,B5,B6,B7,B8,B9
Prevotella species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008686492,0.0,0.0,0.0,0.0002341204,0.0,5.36778e-05,0.0,0.0,0.0
Prevotella species incertae sedis,0.0,0.0003652762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007001761,0.0054769173,0.0,0.0,0.0
Atopobium species incertae sedis,0.0002681248,0.0001725849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005908111,0.0,0.0,0.0,0.0003429191,0.0003840034,0.0,0.0,0.0
Bacteroidales species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0048623695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002923536
Prevotella species incertae sedis,0.0,2.41456e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005197814,0.0,0.0,0.0,0.0,0.0,0.0,0.0015608125,0.0,0.0
Atopobium species incertae sedis,0.0,0.001317784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000340858,0.0003774327,0.0009898932,0.0,0.0,0.0
Bacteroidia species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.000164993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002466523
Prevotella species incertae sedis,0.0,0.0,0.0022925368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001898947,0.0,0.0,0.0,0.0,0.0,0.0002220689,0.0,0.0,0.0
Flavobacteriaceae species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0001450797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55328e-05,0.0,0.0,0.0,0.0
Capnocytophaga species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001073571,0.0,0.0,0.0,0.0,0.0,0.0,0.0003411826,0.0,0.0001182542,0.0,0.0,0.0
Lachnospiraceae species incertae sedis,7.1176e-05,0.0,0.0008623628,0.0,0.0,0.0,0.0,0.0,0.0,0.0009932169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capnocytophaga species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006581752,0.0,0.0007089574,6.55328e-05,0.0002599268,0.0,0.0,0.0
Lachnospiraceae species incertae sedis,9.14009e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0006024668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridiales Family XIII. Incertae Sedis species incertae sedis,7.8898e-05,0.0001121497,0.0,0.0,0.0,0.0,0.0002203841,0.0002961905,0.0,0.0,0.0002144323,0.0,0.0,0.0,0.0,0.0,6.42011e-05,0.0,0.0,0.0
Treponema species incertae sedis,0.0005740719,0.0,0.0034467605,0.0,0.0,0.0095437371,0.0008308023,0.0,0.0,0.0015825523,0.0007286842,0.0,0.0,0.0,0.0,0.0,0.0,0.0066288313,0.0,0.0013058066
Clostridiales Family XIII. Incertae Sedis species incertae sedis,0.0002350309,0.0,0.0015854811,0.0,0.0,0.0,0.0010170491,0.0,0.0,0.000995938,0.0012608207,0.0013106189,0.0,0.0014539466,0.0,0.0,0.0003442809,0.0032010028,0.001903017,0.0021981559
Treponema species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002619224,0.0015387129,0.0006821489,0.0,0.0,0.0,0.0,0.0,0.0002247932
Treponema species incertae sedis,0.0002017986,0.0,0.0010735537,0.0,0.0005993868,0.0041718555,0.0020298195,0.0003274001,0.0,0.0018786428,0.0011810865,0.0015462737,0.0035471598,0.0,0.0001994944,0.0,0.0002839107,0.0030369297,0.0029567363,0.0006595929
Clostridiales Family XIII. Incertae Sedis species incertae sedis,0.0108007342,0.0,0.0017294509,0.0,0.001659652,0.0,0.0015849089,0.0,0.0,0.0,0.0001603416,0.0071134939,0.0,0.0,0.0,0.0009077611,0.0003017169,0.0,0.0,0.0
Capnocytophaga species incertae sedis,0.0013418514,0.0,0.0,0.0004964433,0.0,0.0,9.67748e-05,0.0005167185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001170172,0.0,0.0016219327,0.0
Treponema species incertae sedis,0.0001870703,0.0,0.0014281664,0.0,0.0,0.0,0.0005127027,0.0002209101,0.0,0.0012364537,0.0005206168,0.000931459,0.001748803,0.0,0.0,0.0,4.03696e-05,0.0,0.0011505852,0.000250102
Lachnoanaerobaculum species incertae sedis,0.0003186724,0.0,0.0,0.0,0.0007009223,0.0,0.0001885258,0.0001651451,0.0,0.0014747155,0.0,0.0002819755,0.0,0.0,0.0,9.22497e-05,0.0,0.0,0.0,0.0
Treponema species incertae sedis,0.0010941564,0.0,0.0142855637,0.0012955959,0.000680471,0.0,0.0007317388,0.0,0.0,0.0027183866,0.0045230776,0.0079159222,0.0006005611,0.0038266986,0.0,0.0,0.0001885763,0.004648981,0.0027347956,0.0049523029
Treponema species incertae sedis,0.0008428015,0.0,0.0064282033,0.0,0.0,0.0020014023,0.0,0.0,0.0,0.0016031129,0.0021741556,0.0032214779,0.0,0.0004204964,0.0,0.0,0.0,0.0019603941,0.0026996288,0.0030592929
Lachnospiraceae species incertae sedis,0.001840027,0.0,0.0008623628,0.0,0.0,0.0,0.0,0.0010472256,0.0,0.0,0.0,0.0,0.0013226348,0.0,0.0,0.0003768332,0.0002084009,0.0,0.0,0.0
Lachnoanaerobaculum species incertae sedis,0.0010154617,0.0,0.0,0.0,0.0,0.0,0.0,0.0003012334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treponema species incertae sedis,0.0,0.0,0.0016103305,0.0,0.0,0.0016464164,0.0005391737,0.0002964528,0.0,0.0,0.0,0.0002817548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004757048,0.0,0.0,0.0,0.0,0.0,0.0008725255,0.0,0.0
Aggregatibacter species incertae sedis,8.10031e-05,0.0,0.0,0.0,0.0008452276,0.0007613862,0.0040626379,0.0003886283,0.0,0.0007113843,0.0,0.0,0.0,0.0,0.0,3.27664e-05,0.0,0.0,0.0,0.0
Haemophilus species incertae sedis,0.0,0.0,0.0,0.0016599823,0.0011218843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009843845,0.0,0.0,0.0002730127,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0,3.92212e-05,0.0,0.0,0.0,0.0,0.0001653804,0.0001582498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002290003,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0,0.0002515646,0.0,0.0,0.0,0.0,0.0,0.0,0.0008213288,0.0,0.0,0.0,0.0,0.0,0.000426503,0.0,0.0002284693,0.0,0.0,0.0006073354
Streptococcus species incertae sedis,0.0001330129,0.0,0.0017984318,0.0,0.0,0.0,0.0,0.0003567025,0.0,0.0,0.0015815847,0.0009904287,0.0,0.000612652,0.0,0.0003536837,0.000245455,0.0,0.001757707,0.000819952
Kingella species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006090369,0.0,0.0,0.0,0.0
Deltaproteobacteria species incertae sedis,8.28702e-05,0.0,0.0,0.0,0.0,0.0021046077,0.0001791307,0.0,0.0,0.0,0.0001652057,0.0,0.0,0.0,0.0,0.0,9.46369e-05,0.0,0.0,0.0002286987
Bacteria species incertae sedis,0.0001105876,0.0,0.0005686933,0.0,0.0,0.0019263486,0.0002007742,0.0,0.0,0.0,0.000205465,0.0,0.0,0.0,0.0,0.0,7.94915e-05,0.0,0.0,0.0002588511
Megasphaera species incertae sedis,0.0,0.0002570213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010018493,0.0005505692,0.0,0.0,0.0,0.0,0.0012191505,0.0013029,0.0,0.0,0.0005442901
Leptotrichia species incertae sedis,0.0001396744,0.0014968543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012666111,0.0033422314,0.0005517353,0.0007843064,0.0,0.0002318449,0.0008972092,0.0009148316,0.0017647024,0.0,0.0008490793
Eikenella species incertae sedis,0.0001376899,0.0,0.0,0.0,0.0,0.0,0.0,0.0010727865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasteurellaceae species incertae sedis,0.0,3.62706e-05,0.0,0.0,0.0,0.0,0.0013696671,0.0001442319,0.0,0.0015805103,0.0,0.0004281398,0.0006562563,0.0,0.0004456239,0.0001418273,0.0,0.0,0.000702931,0.0007013958
Mycoplasmatales species incertae sedis,0.0017438396,0.0,0.0005755036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009318673,0.0
Selenomonadaceae species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0001909269,0.0,0.0,0.0,0.0008151784,0.000247806,0.0,0.0006024176,0.0,0.0,0.0001643249,0.0,0.0,0.00051181
Neisseriaceae species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001002267,0.0,0.0,0.0,0.0
Veillonella species incertae sedis,0.0,0.0011546172,0.0,0.0,0.0,0.0,0.000377127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004687333,0.0,0.0,0.0,0.0004205943,0.0
Selenomonas species incertae sedis,0.0002925895,0.001819976,0.0,0.0,0.0,0.0,0.0005095988,0.0,0.0,0.0,0.00172925,0.0,0.0007373948,0.003587407,0.001303027,0.0007876303,0.0073126184,0.0084701704,0.0,0.0006748036
Streptococcus species incertae sedis,0.0008917447,0.000158452,0.0,0.0,0.0,0.0,0.0003801369,0.0,0.0,0.0,0.0,0.0002891434,0.0006867747,0.0,0.0,0.0024178472,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0004934032,0.0002610241,0.0011333026,0.0,0.0,0.0,0.0,0.0003131008,0.0008164832,0.0,0.0,0.0001236128,0.0,0.0,0.000452125,0.0006918563,8.04808e-05,0.0,0.0009515085,0.0
Streptococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006073095,0.001049261,0.0020831941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0,5.41457e-05,0.000904369,0.0020144907,0.0,0.0,0.0,0.0,0.0,0.0,0.0008252149,0.0,0.0,0.0,0.0,0.0001817482,0.0003473635,0.0,0.0004779931,0.0003636646
Streptococcus species incertae sedis,0.0,0.0007043298,0.0,0.0014102504,0.0012158178,0.0024238549,0.0006234693,0.00198271,0.0,0.0,0.000223146,0.0,0.0013877958,0.0,0.0,0.0004927728,0.0,0.0,0.0014606918,0.0005881125
Streptococcus species incertae sedis,9.34978e-05,0.0002940043,0.0007800976,0.0006082378,0.0,0.0,0.0002090565,0.0005906231,0.0,0.0,0.0,0.0,0.0008634781,0.0,0.0,0.0001122539,0.0001494037,0.0,0.0015205668,0.0002572992
Kingella species incertae sedis,0.0002400428,0.0,0.0,0.000736066,0.0,0.0,0.0,0.0004920187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001850604,3.61501e-05,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0002278309,0.0,0.0,0.0,0.0,0.0016636951,0.0009871037,0.0,0.0,0.0,0.0,0.0001581848,8.30626e-05,0.0,0.0,0.0
Selenomonas species incertae sedis,0.000140263,9.0824e-05,0.0,0.0,0.0006952237,0.0,0.0001588546,0.0004308225,0.0,0.0,0.0008455124,0.0004619928,0.0,0.0016311529,0.0003729679,7.63811e-05,0.0002624023,0.0,0.0,0.001149963
Streptococcus species incertae sedis,0.0004381652,0.000103001,0.0011969258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001435118,0.0,0.0,0.0,0.0,0.0001400213,0.0001087008,0.0,0.0,0.0005764073
Streptococcus species incertae sedis,0.0002098995,0.0001573122,0.0,0.0,0.0,0.0,0.0002185967,0.0,0.0,0.0,0.0002504319,0.0,0.0018007674,0.0,0.0,0.0003822123,0.0,0.0,0.0,0.0
Neisseria species incertae sedis,0.0002257299,0.0,0.0,0.0,0.0,0.0,0.0001297459,0.0001969593,0.0,0.0,0.0001312395,0.0,0.0,0.0,0.0007708258,0.0001575171,0.0,0.0,0.0003545324,0.0
Eikenella species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000146138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12223e-05,0.0,0.0,0.0,0.0
Aggregatibacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282569,0.0,0.0007851347,0.0,0.0,0.0,0.0,0.0,0.0004376871,0.0,0.0,0.0,0.0
Aggregatibacter species incertae sedis,0.0002556109,0.0,0.0019174784,0.0,0.0,0.0039700985,0.000496281,0.0003428996,0.0,0.0003794545,0.0009449241,0.0,0.0005982233,0.0,0.0002149042,0.0,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0002129713,0.0001271718,0.0,0.0,0.0,0.0,0.0,0.0001811226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002008915,0.0001038282,0.0,0.0,0.0
Selenomonas species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002465581,0.0002777884,0.0,0.0005595223,0.0,0.0,5.85746e-05,0.0,0.0,0.0002419251
Gemella species incertae sedis,0.0,0.0002146668,0.0019980884,0.0014112023,0.0,0.0,0.0,0.0,0.0,0.0,0.0006454953,0.0008543322,0.0,0.0,0.0,0.0016063505,7.22347e-05,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0007092834,0.0014892724,0.0007045196,0.0,0.0,0.0,0.0009170773,0.0,0.001261071,0.0,0.0005131864,0.0002356369,0.0,0.0,0.0006757492,0.0015504201,0.0004523291,0.0,0.0,0.0
Gammaproteobacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0006401063,0.000292276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27973e-05,0.0,0.0,0.0
Streptococcus species incertae sedis,7.56849e-05,9.59371e-05,0.0,0.0023898962,0.0,0.0,0.0,0.0001783512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002352354,0.0001457073,0.0,0.0,0.0002524559
Neisseria species incertae sedis,0.0001648563,0.0002069039,0.0010176335,0.0011085198,0.0017306426,0.0015890058,0.0001630834,0.0009297567,0.0,0.000509128,0.0002278794,0.0003934186,0.0008293796,0.0,0.0007225669,0.0001215869,0.0002724895,0.0,0.0013244608,0.0
Neisseria species incertae sedis,0.000622055,0.0001131158,0.0006521173,0.0,0.0018819031,0.0019001222,0.0008406589,0.0007755466,0.0039505267,0.0,0.0001553723,0.0,0.0021517202,0.0,0.0016773183,0.0001409934,0.0005738894,0.0,0.001482121,0.0005400067
Neisseria species incertae sedis,0.0003765034,0.0,0.0006701163,0.0055258375,0.0028722542,0.0,0.0009370377,0.0006615992,0.0,0.0,0.0,0.0006301334,0.0011089636,0.0,0.000823513,0.0022843279,0.000492739,0.0,0.0,0.0
Neisseria species incertae sedis,0.0193286867,0.0001173092,0.0004420515,0.0042501703,0.0310867536,0.0033946482,0.017958361,0.0022078521,0.043154664,0.0,0.0,0.00121121,0.0025375001,0.0,0.0185095924,0.0004211608,0.0011149004,0.0,0.0010989599,0.0001947255
Streptococcus species incertae sedis,0.0,0.0002067987,0.0,0.0,0.0,0.0,0.0002090565,0.0,0.0,0.0,0.0002154734,0.0002499229,0.0,0.0,0.0002468564,0.0002403348,6.22969e-05,0.0,0.0,0.000511831
Selenomonas species incertae sedis,8.30015e-05,4.91408e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004820526,0.0,0.0011426189,0.0,0.0005108162,0.0,0.0031759684,0.0,0.0,0.0005815381
Streptococcus species incertae sedis,0.0,0.0002019702,0.0,0.0,0.0,0.0,0.0,0.0002679785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptobacillus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056028946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0001407966,0.0002683766,0.0010862709,0.0030015739,0.0,0.0,0.0,0.0001826364,0.0,0.000855335,0.0005840242,0.0,0.0,0.0,0.0,0.0003969091,8.05514e-05,0.0,0.0,0.0003125139
Leptotrichia species incertae sedis,0.0001038905,9.62095e-05,0.0,0.0,0.0,0.0,0.0003692454,0.0001928682,0.0,0.0,0.000376001,0.0,0.0008313085,0.0,0.0,0.0001389184,4.8703e-05,0.0019033814,0.0,0.0002915592
Neisseria species incertae sedis,0.0,0.0,0.0,0.0002781122,0.0,0.0,0.0004171942,0.0010218933,0.0,0.0024279211,0.0,0.0,0.0010928384,0.0015189359,0.001225518,0.0003295301,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0,0.0001435301,0.0,0.0,0.0,0.0,0.0,0.000295418,0.0,0.0,0.000467554,0.0,0.0,0.0,0.0,0.0007741816,0.000161104,0.0,0.0,0.0003804744
Gammaproteobacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.000164993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0004705909,0.0013537978,0.0,0.0,0.0,0.0,0.0003929326,0.0,0.0029163137,0.0,0.0031210138,0.0,0.0008096976,0.0,0.0004661124,0.0002828886,0.0005380111,0.0034978922,0.0,0.000730546
Streptococcus species incertae sedis,0.000892073,0.0,0.0010406356,0.0,0.0,0.0,0.0,0.0004570887,0.0,0.0,0.000223146,0.0004430579,0.0,0.0,0.000259426,0.0002481167,6.63491e-05,0.0,0.0006377609,0.0002922317
Streptococcus species incertae sedis,0.0,0.0,0.0006225341,0.0,0.0,0.0,0.0,0.0001824764,0.0,0.0,0.0,0.0001834607,0.0,0.0004139609,0.0,0.000127221,5.87734e-05,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0,0.0001488592,0.0007140832,0.0,0.0008706025,0.0068955875,0.0,0.0003070717,0.0005285808,0.0,0.0,0.0002356369,0.000644974,0.0,0.0023707667,0.0002580849,4.44011e-05,0.0,0.0040620692,0.000239495
Streptococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003914257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007293679,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.000779908,0.0005016933,0.0,0.000784093,0.0010958146,0.0,0.0006994564,0.0002675269,0.0021117887,0.0,0.0,0.0007080325,0.0006601053,0.0,0.0003797845,0.0011557962,0.0002043818,0.0,0.0,0.0003306092
Streptococcus species incertae sedis,0.0006240658,0.000112779,0.0,0.0,0.0,0.0,0.0015552483,0.0006477493,0.0,0.0,0.0,0.0015288406,0.0010567884,0.0,0.0,0.0004305992,0.000207966,0.0,0.0,0.0010158981
Gammaproteobacteria species incertae sedis,9.2782e-05,0.0,0.0,0.0,0.0,0.0,0.0003068798,0.0001982964,0.0,0.0,0.0,0.0,0.0,0.0,0.0001205376,0.0001206776,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0002531667,0.00075944,0.0,0.0,0.0019367969,0.0,0.0005963844,0.0003106322,0.0004212904,0.0010415971,0.0,0.0,0.0,0.0,0.0,0.0003162824,0.000649946,0.0,0.0,0.0002524559
Aggregatibacter species incertae sedis,0.0,0.0,0.0007337091,0.0,0.0006250614,0.0,0.000160796,0.0001745713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41155e-05,9.48825e-05,0.0,0.0,0.0001083775
Neisseria species incertae sedis,0.0002222879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002364771,0.0,0.0,0.0,0.0,0.0,4.01823e-05,0.0,0.0,0.0
Streptococcus species incertae sedis,7.72476e-05,6.02771e-05,0.0043810427,0.0004246158,0.0012044016,0.0,0.0004517488,0.0002886355,0.0,0.001215211,0.0005035728,0.0002303163,0.0,0.0014163377,0.0,0.0001946748,0.0002782833,0.0,0.000476871,0.0
Streptococcus species incertae sedis,0.0001961383,9.94482e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007193859,0.0005852871,0.0008066819,0.0004187179,0.0,0.0,0.0012912144
Candidatus Saccharibacteria species incertae sedis,0.0001843126,0.0028493582,0.0,0.0,0.0,0.0,9.81226e-05,0.0,0.0,0.0,0.0007676938,0.0,0.0023538161,0.0,0.0,0.0002934434,0.0010437435,0.0,0.0,0.0005977369
Rothia species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003615622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004643187,0.0,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,3.87184e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.40083e-05,0.0,0.0,0.0,0.0002421224,0.0,0.0,0.0,0.0,8.13078e-05,0.0,0.0009318673,0.0002355106
Campylobacter species incertae sedis,0.0003460628,0.0,0.0013707868,0.0,0.0019729135,0.0133171179,0.0007300362,0.0003477463,0.0,0.001527369,0.0002504591,0.0007133541,0.0015523857,0.0004820244,0.0010149151,0.0001925243,0.0001529597,0.003237938,0.0,0.0004355651
Candidatus Saccharibacteria species incertae sedis,0.000100964,0.0,0.0,0.0,0.0,0.0,0.0001181288,0.0,0.0,0.0,0.0003866505,0.0002721945,0.0,0.0,0.0006303682,0.0,6.39452e-05,0.0,0.0,0.0002733132
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92285e-05,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0001459776,0.0,0.0,0.0,0.0,0.0,0.0,0.0027740764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39557e-05,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92053e-05,0.0,0.0,0.0
Actinomyces species incertae sedis,0.001080075,0.0,0.0,0.0,0.0,0.0,0.0,0.0003769697,0.0,0.0,0.0,0.0,0.0,0.0,0.0007802231,0.0001678621,0.0001623352,0.0,0.0,0.0
Actinomyces species incertae sedis,0.0019767526,0.0002901667,0.0,0.0,0.0,0.0,0.0006220151,0.0001832781,0.0,0.0,0.0,0.0009201034,0.0,0.0,0.0007109056,0.0003272304,0.0002751078,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0001445043,0.0,0.0007060957,0.0,0.0,0.0,0.0002510326,0.0002217479,0.0,0.0,8.50477e-05,0.0002361641,0.0,0.0,0.0,6.59697e-05,2.6161e-05,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003162772,0.0,0.0,0.0,0.0,0.0,2.56453e-05,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001975465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0026043251,0.0002262325,0.0,0.0,0.0,0.0,0.0011425662,0.0002118931,0.0,0.001035662,0.0002525658,0.0005218961,0.0007145902,0.0,0.0002893871,0.0001432669,0.0001747729,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0001030113,0.0,0.0,0.0,0.0,0.0002456406,0.0005854341,0.0,0.0,0.0,0.00025063,0.0028583609,0.0,0.0,0.0,0.0001326901,0.0,0.0,0.0
Campylobacter species incertae sedis,4.06968e-05,0.0,0.0,0.0,0.0,0.0,0.000212846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0005148103,0.0005498427,0.0,0.0,0.0,0.0,0.0007227252,0.0001992392,0.0,0.0004654512,0.000933244,0.0002543743,0.0013468822,0.0,0.0,0.0002718398,0.0019771996,0.0,0.0,0.0006812303
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002754395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campylobacter species incertae sedis,7.26858e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001598715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium species incertae sedis,0.0002162892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002275115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0002486542,0.0,0.0,0.0,0.0002083108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0009579153,0.0,0.0,0.0,0.0,0.0002985256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001653641,0.0002337115,0.0007507916,0.0,0.0,0.0
Actinomycetaceae species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001884717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002606674,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0002840997,0.0,0.0024227921,0.0,0.0,0.0,0.0,0.0,0.0,0.0009472942,0.0010261771,0.0006180641,0.0,0.0,0.0,0.0,0.0004664247,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.000495244,0.0011913278,0.0,0.0,0.0,0.0,0.0003207141,0.0009615458,0.0,0.0,0.0,0.0,0.0010874199,0.0,0.0,0.000544562,0.0005693912,0.0,0.0,0.0
Actinomyces species incertae sedis,0.0004724963,0.0,0.0,0.0,0.0,0.0,0.0005861161,0.0003748399,0.0,0.0,0.0003817269,0.0,0.0,0.0,0.0,0.0005390722,0.0020428418,0.0,0.0,0.0
Candidatus Saccharibacteria species incertae sedis,0.0001777854,0.0002604964,0.0,0.0,0.0,0.0,0.0004591061,0.0010660935,0.0,0.0,0.0,0.0,0.0005058335,0.0002643582,0.0,0.0001982753,0.0005911531,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0007818859,0.0,0.0,0.0029617458,0.0,0.0,0.0,0.0,0.0002818286,0.0002562266,0.0,0.0,0.0010210981,0.0,0.0,0.0,0.0,0.0
